lat,lon,district,category,count
36.20378,127.34144,서구,소매,1
36.20078,127.34003,서구,숙박,6
36.19884,127.33869,서구,음식,2
36.20484,127.44301,동구,음식,1
36.20011,127.44906,동구,음식,1
36.21396,127.33634,서구,소매,2
36.21023,127.33802,서구,숙박,11
36.21289,127.3376,서구,음식,1
36.21452,127.34809,서구,숙박,2
36.21058,127.43905,동구,과학·기술,2
36.21256,127.44047,동구,보건의료,1
36.21176,127.43888,동구,부동산,1
36.21256,127.44047,동구,소매,1
36.21064,127.43918,동구,수리·개인,1
36.21139,127.43829,동구,시설관리·임대,1
36.21144,127.43973,동구,음식,6
36.22328,127.29462,서구,소매,1
36.22376,127.30126,서구,소매,2
36.21905,127.32184,서구,예술·스포츠,1
36.22399,127.3346,서구,보건의료,1
36.22399,127.3346,서구,소매,1
36.2192,127.34065,서구,소매,4
36.22136,127.34019,서구,음식,4
36.22205,127.34606,서구,숙박,1
36.22205,127.34606,서구,예술·스포츠,1
36.21873,127.34641,서구,음식,2
36.2203,127.43818,동구,과학·기술,2
36.21994,127.44115,동구,소매,4
36.22103,127.44203,동구,시설관리·임대,3
36.2188,127.44156,동구,음식,11
36.22474,127.45889,동구,과학·기술,1
36.22874,127.29353,서구,예술·스포츠,1
36.22961,127.30245,서구,소매,1
36.23034,127.30288,서구,음식,1
36.22886,127.30844,서구,소매,1
36.22907,127.3114,서구,시설관리·임대,1
36.22795,127.309,서구,음식,2
36.23187,127.3184,서구,과학·기술,2
36.23226,127.31732,서구,부동산,1
36.23226,127.31732,서구,소매,1
36.22871,127.34444,서구,소매,1
36.23186,127.33962,서구,숙박,8
36.23439,127.3436,서구,음식,2
36.2294,127.34785,서구,소매,2
36.23042,127.34876,서구,숙박,3
36.23278,127.35057,서구,시설관리·임대,1
36.22692,127.34525,서구,음식,1
36.2319,127.40665,중구,음식,1
36.2253,127.44385,동구,음식,2
36.2329,127.45418,동구,과학·기술,1
36.22706,127.45302,동구,보건의료,1
36.22784,127.44885,동구,소매,3
36.2266,127.44562,동구,수리·개인,2
36.2283,127.45318,동구,시설관리·임대,1
36.22691,127.44599,동구,음식,2
36.22891,127.45528,동구,과학·기술,1
36.22615,127.45689,동구,소매,1
36.23903,127.31194,서구,소매,1
36.23795,127.31369,서구,수리·개인,1
36.23781,127.31429,서구,음식,1
36.23852,127.31951,서구,과학·기술,2
36.23962,127.31875,서구,소매,4
36.23831,127.31804,서구,시설관리·임대,1
36.23938,127.32048,서구,음식,3
36.23978,127.3291,서구,부동산,1
36.2351,127.34141,서구,교육,1
36.23574,127.3424,서구,소매,2
36.23583,127.34223,서구,음식,3
36.2392,127.34774,서구,예술·스포츠,1
36.24287,127.34657,서구,음식,1
36.24306,127.40468,중구,음식,1
36.23655,127.41917,중구,소매,2
36.24386,127.47323,동구,교육,1
36.23599,127.46664,동구,숙박,2
36.23583,127.46713,동구,음식,1
36.24099,127.47658,동구,음식,1
36.2451,127.29117,서구,소매,1
36.24942,127.34011,서구,교육,3
36.25446,127.34052,서구,부동산,4
36.25334,127.34047,서구,소매,21
36.25395,127.34015,서구,수리·개인,6
36.25097,127.34168,서구,시설관리·임대,5
36.25141,127.34381,서구,예술·스포츠,1
36.25292,127.34116,서구,음식,19
36.25274,127.34646,서구,과학·기술,2
36.24981,127.40742,중구,소매,1
36.24884,127.40966,중구,음식,1
36.24523,127.42777,중구,과학·기술,1
36.25319,127.47633,동구,소매,1
36.25368,127.4779,동구,음식,2
36.25748,127.30024,서구,시설관리·임대,1
36.26311,127.32816,서구,소매,1
36.26166,127.33205,서구,예술·스포츠,1
36.25645,127.34197,서구,과학·기술,1
36.25521,127.34119,서구,소매,3
36.25526,127.34018,서구,수리·개인,1
36.2551,127.34161,서구,시설관리·임대,2
36.25551,127.34112,서구,음식,6
36.26106,127.34639,서구,교육,1
36.26254,127.34617,서구,음식,1
36.25518,127.39652,중구,소매,1
36.25794,127.47998,동구,소매,2
36.27335,127.26907,유성구,소매,4
36.27354,127.26914,유성구,음식,1
36.26647,127.28485,유성구,소매,1
36.27066,127.28989,유성구,음식,7
36.2704,127.32868,서구,과학·기술,1
36.2712,127.33946,서구,소매,3
36.27064,127.33994,서구,음식,3
36.26703,127.35305,서구,소매,1
36.26777,127.35373,서구,시설관리·임대,1
36.271,127.35663,서구,교육,1
36.27444,127.36247,서구,소매,1
36.27284,127.37917,중구,음식,1
36.26798,127.38621,중구,과학·기술,1
36.27064,127.38854,중구,음식,3
36.27098,127.40085,중구,소매,2
36.26998,127.40082,중구,시설관리·임대,1
36.26972,127.3973,중구,음식,2
36.27176,127.4051,중구,소매,1
36.26609,127.44079,동구,숙박,1
36.273,127.46447,동구,소매,1
36.27461,127.46898,동구,과학·기술,1
36.27235,127.46975,동구,소매,21
36.27025,127.47224,동구,수리·개인,2
36.27239,127.46975,동구,숙박,4
36.26966,127.4686,동구,시설관리·임대,2
36.27308,127.4702,동구,음식,13
36.26879,127.47789,동구,소매,2
36.26816,127.47878,동구,음식,1
36.27749,127.25924,유성구,소매,2
36.28439,127.25581,유성구,음식,1
36.28006,127.26554,유성구,교육,1
36.28006,127.26554,유성구,예술·스포츠,1
36.27622,127.29329,유성구,소매,2
36.28088,127.29692,유성구,소매,1
36.28344,127.32285,서구,예술·스포츠,1
36.28411,127.32187,서구,음식,1
36.28392,127.33946,서구,소매,1
36.28475,127.35003,서구,과학·기술,1
36.2809,127.35394,서구,소매,1
36.28111,127.35399,서구,수리·개인,1
36.27633,127.34554,서구,음식,1
36.27603,127.36452,서구,교육,1
36.27569,127.36811,서구,과학·기술,1
36.28322,127.37257,중구,과학·기술,1
36.28124,127.37336,중구,소매,1
36.28237,127.38126,중구,과학·기술,1
36.28252,127.37816,중구,소매,6
36.2824,127.3757,중구,수리·개인,2
36.2825,127.3751,중구,시설관리·임대,1
36.28468,127.37586,중구,음식,2
36.27741,127.3987,중구,소매,1
36.27769,127.40293,중구,음식,1
36.27727,127.40697,중구,소매,1
36.28253,127.42765,중구,소매,1
36.28064,127.44269,동구,과학·기술,1
36.27968,127.46466,동구,과학·기술,3
36.27799,127.46471,동구,교육,3
36.27701,127.46446,동구,부동산,1
36.28103,127.46272,동구,소매,6
36.27992,127.46407,동구,수리·개인,5
36.281,127.46169,동구,시설관리·임대,2
36.27971,127.46246,동구,음식,5
36.2792,127.46675,동구,과학·기술,14
36.27728,127.46828,동구,교육,6
36.27963,127.46627,동구,부동산,6
36.27962,127.46716,동구,소매,69
36.28002,127.46728,동구,수리·개인,36
36.27969,127.46678,동구,시설관리·임대,10
36.2803,127.46722,동구,예술·스포츠,12
36.27985,127.4673,동구,음식,92
36.27973,127.47579,동구,과학·기술,2
36.27928,127.47569,동구,소매,1
36.27987,127.47612,동구,시설관리·임대,1
36.28139,127.4775,동구,예술·스포츠,1
36.27951,127.47566,동구,음식,3
36.28764,127.25173,유성구,과학·기술,1
36.28695,127.25135,유성구,음식,4
36.28511,127.26655,유성구,음식,1
36.28803,127.2751,유성구,소매,1
36.2894,127.30458,유성구,소매,1
36.28943,127.30472,유성구,음식,3
36.28849,127.30613,유성구,과학·기술,1
36.28844,127.30614,유성구,소매,3
36.28809,127.30663,유성구,음식,13
36.29411,127.32231,서구,과학·기술,12
36.29419,127.32293,서구,교육,6
36.29459,127.32287,서구,부동산,5
36.29411,127.32255,서구,소매,6
36.29438,127.32265,서구,수리·개인,9
36.29266,127.3217,서구,시설관리·임대,2
36.29317,127.3214,서구,예술·스포츠,1
36.29386,127.32299,서구,음식,7
36.29397,127.31954,유성구,소매,4
36.29343,127.31871,유성구,수리·개인,2
36.29461,127.32061,유성구,예술·스포츠,1
36.29355,127.31794,유성구,음식,2
36.29379,127.33012,서구,과학·기술,4
36.28956,127.33017,서구,교육,1
36.29451,127.3307,서구,부동산,1
36.29343,127.32892,서구,소매,7
36.29451,127.3307,서구,수리·개인,1
36.29125,127.32972,서구,시설관리·임대,2
36.29344,127.32754,서구,음식,5
36.29355,127.34002,서구,과학·기술,4
36.29478,127.33709,서구,부동산,4
36.29444,127.33653,서구,소매,10
36.29433,127.33764,서구,수리·개인,15
36.29388,127.3361,서구,예술·스포츠,2
36.29429,127.33769,서구,음식,19
36.29479,127.35075,서구,보건의료,1
36.28934,127.35343,서구,소매,1
36.28772,127.35388,서구,수리·개인,2
36.28872,127.35326,서구,시설관리·임대,1
36.29357,127.35029,서구,음식,2
36.28862,127.36223,서구,소매,2
36.29091,127.3551,서구,음식,1
36.28992,127.37315,중구,시설관리·임대,1
36.28851,127.37438,중구,음식,1
36.29438,127.37848,서구,소매,1
36.29396,127.37813,서구,음식,1
36.29119,127.38095,중구,과학·기술,8
36.29198,127.37943,중구,교육,2
36.28914,127.37912,중구,부동산,4
36.2898,127.38007,중구,소매,55
36.29013,127.37994,중구,수리·개인,31
36.29098,127.38038,중구,시설관리·임대,10
36.29134,127.38136,중구,예술·스포츠,6
36.29,127.3802,중구,음식,40
36.29451,127.3901,중구,소매,1
36.29379,127.38991,중구,수리·개인,1
36.28538,127.38831,중구,예술·스포츠,1
36.29488,127.39006,중구,음식,4
36.29105,127.4005,중구,소매,2
36.28778,127.39866,중구,시설관리·임대,2
36.28767,127.39867,중구,음식,5
36.28649,127.44141,동구,과학·기술,2
36.28565,127.44286,동구,교육,1
36.28626,127.43867,동구,소매,3
36.28978,127.45042,동구,과학·기술,3
36.28616,127.45052,동구,소매,4
36.28648,127.45004,동구,수리·개인,2
36.28762,127.45109,동구,시설관리·임대,2
36.28651,127.45262,동구,예술·스포츠,2
36.29118,127.45157,동구,음식,2
36.29375,127.45267,중구,과학·기술,2
36.29436,127.45368,중구,소매,1
36.29477,127.45449,중구,시설관리·임대,1
36.28967,127.46249,동구,교육,4
36.28705,127.46153,동구,보건의료,1
36.29036,127.4624,동구,부동산,5
36.28994,127.4618,동구,소매,18
36.29155,127.46204,동구,수리·개인,12
36.29399,127.46198,동구,숙박,1
36.28884,127.46024,동구,시설관리·임대,4
36.28694,127.45853,동구,예술·스포츠,1
36.28857,127.46109,동구,음식,17
36.2889,127.46534,동구,수리·개인,2
36.28717,127.46608,동구,음식,2
36.29907,127.29422,유성구,시설관리·임대,1
36.30085,127.31463,유성구,과학·기술,3
36.3017,127.31396,유성구,소매,5
36.30113,127.31465,유성구,수리·개인,6
36.30055,127.31452,유성구,시설관리·임대,5
36.29952,127.31452,유성구,음식,2
36.29624,127.32335,서구,과학·기술,14
36.29637,127.32365,서구,교육,4
36.29916,127.32474,서구,보건의료,3
36.29639,127.32395,서구,부동산,5
36.29715,127.324,서구,소매,20
36.29608,127.32353,서구,수리·개인,27
36.29734,127.323,서구,시설관리·임대,1
36.29817,127.32428,서구,예술·스포츠,2
36.29626,127.32403,서구,음식,29
36.30128,127.3185,유성구,과학·기술,32
36.29948,127.31912,유성구,교육,13
36.30126,127.32072,유성구,보건의료,3
36.29983,127.31773,유성구,부동산,10
36.30029,127.31925,유성구,소매,172
36.30046,127.31858,유성구,수리·개인,96
36.30109,127.3182,유성구,시설관리·임대,35
36.30005,127.31927,유성구,예술·스포츠,28
36.29993,127.31896,유성구,음식,175
36.29906,127.33007,서구,과학·기술,11
36.29859,127.32943,서구,교육,31
36.29801,127.32807,서구,보건의료,8
36.29766,127.32926,서구,부동산,27
36.29948,127.33041,서구,소매,62
36.29862,127.32965,서구,수리·개인,46
36.30024,127.33108,서구,시설관리·임대,3
36.29881,127.32951,서구,예술·스포츠,13
36.30075,127.33189,서구,음식,77
36.30151,127.32891,유성구,과학·기술,2
36.30095,127.32655,유성구,보건의료,2
36.30168,127.32605,유성구,부동산,1
36.30181,127.32752,유성구,소매,29
36.30155,127.32886,유성구,수리·개인,7
36.30207,127.32949,유성구,시설관리·임대,1
36.30436,127.3294,유성구,예술·스포츠,2
36.30191,127.32957,유성구,음식,7
36.29964,127.33747,서구,과학·기술,54
36.29903,127.33917,서구,교육,88
36.29905,127.33805,서구,보건의료,15
36.29975,127.33797,서구,부동산,43
36.29952,127.33754,서구,소매,259
36.2986,127.33839,서구,수리·개인,148
36.2995,127.33777,서구,시설관리·임대,14
36.29993,127.33775,서구,예술·스포츠,95
36.29911,127.33785,서구,음식,488
36.30129,127.35103,서구,과학·기술,20
36.30228,127.35029,서구,교육,23
36.30476,127.3504,서구,보건의료,6
36.3018,127.35144,서구,부동산,20
36.30189,127.35183,서구,소매,94
36.30169,127.35164,서구,수리·개인,66
36.30083,127.35172,서구,시설관리·임대,23
36.30242,127.35144,서구,예술·스포츠,16
36.30232,127.35132,서구,음식,131
36.29728,127.35726,서구,과학·기술,4
36.30057,127.35972,서구,교육,4
36.29967,127.35684,서구,부동산,3
36.29957,127.35855,서구,소매,24
36.3008,127.35848,서구,수리·개인,13
36.29945,127.36083,서구,시설관리·임대,5
36.30283,127.36054,서구,예술·스포츠,3
36.30076,127.36107,서구,음식,20
36.30347,127.36758,서구,과학·기술,7
